nome;is_person;role_detail;role_group;numero_episodio
ROB BOTTIN;TRUE;Special Make-Up Effects Supervisor;Special Effects;Fight Club
RICH MALCHAR;TRUE;Assistant to Mr. Pitt;Additional Crew;Fight Club
RICH QUINN;TRUE;Dialogue Editors;Sound Department;Fight Club
JOHN K. STIRBER;TRUE;Supervisor;Special Effects;Fight Club
RICHARD LEA;TRUE;Model Foremen;Special Effects;Fight Club
RICHARD LUND;TRUE;Translite Photography by;Art Department;Fight Club
RICHMOND ARQUETTE;TRUE;Intern at Hospital;Cast;Fight Club
RICK GLASSMAN;TRUE;Special Dental Effects;Makeup Department;Fight Club
RICK K. BUOEN;TRUE;Illustrators;Art Department;Fight Club
RICK SCHULER;TRUE;Location Managers;Location Managers;Fight Club
ROB BOTTIN PRODUCTIONS, INC.;FALSE;Special Make-Up Effects;Special Effects Companies;Fight Club
ROB LANZA;TRUE;Man in Suit;Cast;Fight Club
ROBB EARNEST;TRUE;Production Coordinator;Production Department;Fight Club
ROBBY ROBINSON;TRUE;Next Month's Opponent;Cast;Fight Club
ROBERT J. REILLY;TRUE;Rigging Best Boy Grips;Camera and Electrical Department;Fight Club
ROBERT J. STEPHENSON;TRUE;Airport Security Officer;Cast;Fight Club
ROBERT LONGSTREET WHEELER;TRUE;Apprentice Editor;Editorial Department;Fight Club
ROBIN D'ARCY;TRUE;Visual Effects Producer;Visual Effects;Fight Club
ROHRBAUGH III;TRUE;Paint Foremen;Art Department;Fight Club
Rolfe Kent;TRUE;Composed by;Soundtrack;Fight Club
ROSS GRAYSON BELL;TRUE;Produced by;Producers;Fight Club
"ROY ""BUCKY"" MOORE";TRUE;Property Master;Property Department;Fight Club
ROY DOWNEY;TRUE;Pyro Foreman;Special Effects;Fight Club
S. QUINN;TRUE;Art Department Coordinator;Art Department;Fight Club
SAM AGUILAR;TRUE;Labor Foremen;Art Department;Fight Club
SARAH HEGARTY;TRUE;Asst. Sound Editors;Sound Department;Fight Club
SCARLET LETTERS;FALSE;End Credits;Miscellaneous Companies;Fight Club
SCOTCH ELLIS LORING;TRUE;Bruised Bar Patron #2;Cast;Fight Club
SCOTT BAILEY;TRUE;Leadman;Set Decorators;Fight Club
SEAN ANDREW FADEN;TRUE;Digital Artists;Visual Effects;Fight Club
SETH REED;TRUE;Assistant Art Director;Art Department;Fight Club
SEVERINE GARNIER;TRUE;Digital Artists;Visual Effects;Fight Club
SHAUNA BEAL;TRUE;Assistants to Mr. Milchan;Additional Crew;Fight Club
SKYWALKER SOUND;FALSE;Post Production Sound Services provided by;Miscellaneous Companies;Fight Club
DENNIS BERARDI;TRUE;Visual Effects Supervisor;Visual Effects;Fight Club
Stephen Arnold;TRUE;Composed by;Soundtrack;Fight Club
STEPHEN ROLL;TRUE;Propmaker Foremen;Property Department;Fight Club
STEVE BOEDDEKER;TRUE;Sound Effects Editors;Sound Department;Fight Club
STEVE HUMPHREY;TRUE;Electrical;Special Effects;Fight Club
STIRBER VISUAL NETWORK, INC.;FALSE;Miniature Pyrotechnics by;Special Effects Companies;Fight Club
STUART BLUMBERG;TRUE;Car Salesman;Cast;Fight Club
SUSAN B. KREUTZ;TRUE;Craft Service;Craft Services;Fight Club
SUZANNE MITUS;TRUE;Translite Matte Painter;Visual Effects;Fight Club
KEVIN MACK;TRUE;Visual Effects Supervisor;Visual Effects;Fight Club
KEVIN TOD HAUG;TRUE;Visual Effects Supervisor;Visual Effects;Fight Club
"SYDNEY ""BIG DAWG"" COLSTON";TRUE;Speaker - Free and Clear;Cast;Fight Club
TAISHIRO KIYA;TRUE;Illustrator/Sculptor;Makeup Department;Fight Club
TANI KUNITAKE;TRUE;Illustrators;Art Department;Fight Club
TAURUS FILM;FALSE;In association with;Production Companies;Fight Club
TECHNICOLOR;FALSE;Color by;Miscellaneous Companies;Fight Club
TERRY ANDERSON;TRUE;Set Costumers;Costume and Wardrobe Department;Fight Club
THE DUST BROTHERS;FALSE;Music By;Miscellaneous Companies;Fight Club
THE DUST BROTHERS;FALSE;Original Music Composed by;Composers;Fight Club
THE DUST BROTHERS;FALSE;Score Arranged, Recorded and Mixed by;Composers;Fight Club
The Odditorium;TRUE;Performed by;Soundtrack;Fight Club
THE OTHER BROTHERS;FALSE;Score Co-Produced by;Miscellaneous Companies;Fight Club
The Pixies;TRUE;Performed by;Soundtrack;Fight Club
THOM GOSSOM, JR.;TRUE;Detective Stern;Cast;Fight Club
THOMAS F. MARSHALL;TRUE;Transportation Captains;Transportation Department;Fight Club
TIM deZARN;TRUE;Federated Motor Co. Inspector Bird;Cast;Fight Club
GRAY MARSHALL;TRUE;Visual Effects Supervisor/Lead Compositor;Visual Effects;Fight Club
TIM LAFFERTY;TRUE;Construction Foreman;Art Department;Fight Club
TIM WILES;TRUE;Set Dressers;Art Department;Fight Club
TIMOTHY VIERRA;TRUE;Propmaker Foremen;Property Department;Fight Club
TODD BOEKELHEIDE;TRUE;Re-recording Mixers;Sound Department;Fight Club
TODD PEIRCE;TRUE;First Man at Auto Shop;Cast;Fight Club
TOM BELLFORT;TRUE;ADR Editor;Sound Department;Fight Club
TOM BROWN;TRUE;Head Paint Foreman;Art Department;Fight Club
TOM SUGG;TRUE;Company Electricians;Camera and Electrical Department;Fight Club
Tom Waits;TRUE;Performed by;Soundtrack;Fight Club
Tom Waits;TRUE;Written by;Soundtrack;Fight Club
TWENTIETH CENTURY FOX;FALSE;Produced and Released by;Distributors;Fight Club
TWENTIETH CENTURY FOX;FALSE;Produced and Released by;Production Companies;Fight Club
Twentieth Century Fox Film Corporation;FALSE;Copyright;Production Companies;Fight Club
Twentieth Century Fox Film Corporation;FALSE;Courtesy of;Miscellaneous Companies;Fight Club
TYLER PATTON;TRUE;Set Dressers;Art Department;Fight Club
TYRONE R. LIVINGSTON;TRUE;Banquet Speaker;Cast;Fight Club
Universal Music Special Markets;FALSE;Under license from;Miscellaneous Companies;Fight Club
VALERIE BICKFORD;TRUE;Cosmetics Buyer;Cast;Fight Club
VAN QUATTRO;TRUE;Detective Andrew;Cast;Fight Club
Vas;TRUE;Performed by;Soundtrack;Fight Club
VERNON R. WILBERT, JR.;TRUE;Digital Artists;Visual Effects;Fight Club
W. LAUREN SANCHEZ;TRUE;Channel 4 Reporter;Cast;Fight Club
Warner Special Products;FALSE;By arrangement with;Miscellaneous Companies;Fight Club
WAYNE R. TIDWELL;TRUE;Video Assist;Camera and Electrical Department;Fight Club
WENDY GREINER;TRUE;Key Costumers;Costume and Wardrobe Department;Fight Club
WENDY M. CRAIG;TRUE;Set Costumers;Costume and Wardrobe Department;Fight Club
WILLIAM ANDREW;TRUE;Set Dressers;Art Department;Fight Club
XAVIER BEC;TRUE;Software Development;Visual Effects;Fight Club
ZACH GRENIER;TRUE;Richard Chesler (Regional Manager);Cast;Fight Club
ZACH GRENIER;TRUE;;Cast;Fight Club
ZACHARY TUCKER;TRUE;Digital Artists;Visual Effects;Fight Club
"""FAST EDDIE""";TRUE;Sound Mixer;Sound Department;Hill Street Blues S01E13
ABBY SINGER;TRUE;Executive in Charge of Production for MTM Enterprises;Producers;Hill Street Blues S01E13
ALAN RACHINS;TRUE;Written by;Writers;Hill Street Blues S01E13
ALLAN K. ROSEN;TRUE;Music Editor;Music Department;Hill Street Blues S01E13
ALLEN CASE;TRUE;;Cast;Hill Street Blues S01E13
ANDREW M. COSTIKYAN;TRUE;Second Unit Photography;Camera and Electrical Department;Hill Street Blues S01E13
ANTHONY YERKOVICH;TRUE;Story Editor;Writers;Hill Street Blues S01E13
BARBARA BABCOCK;TRUE;Guest Starring;Cast;Hill Street Blues S01E13
BARBARA BOSSON;TRUE;;Cast;Hill Street Blues S01E13
BARTON J OGBURN;TRUE;Producer's Assistant;Production Department;Hill Street Blues S01E13
BETTY THOMAS;TRUE;;Cast;Hill Street Blues S01E13
BOB HARRIS, JR.;TRUE;Men's Costumer;Costume and Wardrobe Department;Hill Street Blues S01E13
BOB WESTMORELAND;TRUE;Makeup Artist;Makeup Department;Hill Street Blues S01E13
BRUCE WEITZ;TRUE;;Cast;Hill Street Blues S01E13
CAL F. NAYLOR;TRUE;Unit Production Manager;Production Managers;Hill Street Blues S01E13
CAROL HIMES;TRUE;Production Manager;Production Managers;Hill Street Blues S01E13
CHARLES HAID;TRUE;AS RENKO;Cast;Hill Street Blues S01E13
DAN HEDAYA;TRUE;;Cast;Hill Street Blues S01E13
DANIEL J. TRAVANTI;TRUE;Starring;Cast;Hill Street Blues S01E13
DAVE LEE;TRUE;Electrical Gaffer;Camera and Electrical Department;Hill Street Blues S01E13
DAVID ANSPAUGH;TRUE;Associate Producer;Producers;Hill Street Blues S01E13
DAVID LATT;TRUE;Location Manager;Location Managers;Hill Street Blues S01E13
DAVID PRICE;TRUE;Transportation Captain;Transportation Department;Hill Street Blues S01E13
DELUXE;FALSE;Color by;Miscellaneous Companies;Hill Street Blues S01E13
EARL LINDER;TRUE;Key Grip;Camera and Electrical Department;Hill Street Blues S01E13
ELLEN POWELL;TRUE;Hair Stylist;Makeup Department;Hill Street Blues S01E13
GELA JACOBSON;TRUE;Debbie Kaplan;Cast;Hill Street Blues S01E13
GEORGE DICKERSON;TRUE;Swanson;Cast;Hill Street Blues S01E13
GERI WINDSOR;TRUE;Casting by;Casting Directors;Hill Street Blues S01E13
GLEN GLENN SOUND;FALSE;Re-Recording;Miscellaneous Companies;Hill Street Blues S01E13
GREGORY HOBLIT;TRUE;Directed by;Directors;Hill Street Blues S01E13
GREGORY HOBLIT;TRUE;Produced by;Producers;Hill Street Blues S01E13
HORTA EDITORIAL;FALSE;Sound Editor;Miscellaneous Companies;Hill Street Blues S01E13
IRENA DU BARRY;TRUE;Rosa Calletano;Cast;Hill Street Blues S01E13
JAMES B. SIKKING;TRUE;;Cast;Hill Street Blues S01E13
JAMES G. CANE;TRUE;Set Decorator;Set Decorators;Hill Street Blues S01E13
JEFFREY L. GOLDSTEIN;TRUE;Art Director;Art Directors;Hill Street Blues S01E13
JESSE BREWER;TRUE;Technical Advisor;Additional Crew;Hill Street Blues S01E13
JIM WEIDMAN;TRUE;Music Editor;Music Department;Hill Street Blues S01E13
JOE SPANO;TRUE;;Cast;Hill Street Blues S01E13
JOHN BRANDON;TRUE;Detective Walsh;Cast;Hill Street Blues S01E13
JOHN REITZ;TRUE;Re-Recording;Sound Department;Hill Street Blues S01E13
JOSEPH H. TERRILL;TRUE;Editors;Editors;Hill Street Blues S01E13
KAREN HUDSON;TRUE;Women's Costumer;Costume and Wardrobe Department;Hill Street Blues S01E13
KIEL MARTIN;TRUE;;Cast;Hill Street Blues S01E13
LA DA PRODUCTIONS;FALSE;Music Editor;Miscellaneous Companies;Hill Street Blues S01E13
LAURA SINGER-WOLF;TRUE;Assistant Editor;Editorial Department;Hill Street Blues S01E13
TED RICH;TRUE;Post Production Supervisor;Editorial Department;Hill Street Blues S01E13
LISA LINDGREN;TRUE;Cindy Spooner;Cast;Hill Street Blues S01E13
LYNN WHITFIELD;TRUE;Jill Thomas;Cast;Hill Street Blues S01E13
MARILYN FIEBELKORN;TRUE;Assistants to the Producers;Production Department;Hill Street Blues S01E13
MARY JO BALLERINI;TRUE;Production Coordinator;Production Department;Hill Street Blues S01E13
MELODY ROWLAND;TRUE;Assistants to the Producers;Production Department;Hill Street Blues S01E13
MICHAEL CONRAD;TRUE;;Cast;Hill Street Blues S01E13
MICHAEL KOZOLL;TRUE;CREATED BY;Writers;Hill Street Blues S01E13
MICHAEL KOZOLL;TRUE;Executive Producers;Producers;Hill Street Blues S01E13
MICHAEL TUCKER;TRUE;;Cast;Hill Street Blues S01E13
MICHAEL WARREN;TRUE;;Cast;Hill Street Blues S01E13
MIKE POST;TRUE;Music by;Composers;Hill Street Blues S01E13
MODERN FILM EFFECTS;FALSE;Titles & Optical Effects;Special Effects Companies;Hill Street Blues S01E13
MTM ENTERPRISES;FALSE;Production;Production Companies;Hill Street Blues S01E13
PANAVISION;FALSE;Camera and Lenses by;Miscellaneous Companies;Hill Street Blues S01E13
SANDY NELSON;TRUE;Script Supervisor;Script and Continuity Department;Hill Street Blues S01E13
PAT FENNELL;TRUE;Camera Operator;Camera and Electrical Department;Hill Street Blues S01E13
PAT GRANDE;TRUE;Construction Coordinator;Art Department;Hill Street Blues S01E13
PAUL DEASON;TRUE;First Assistant Director;Second Unit Directors or Assistant Directors;Hill Street Blues S01E13
PETER WHITE;TRUE;;Cast;Hill Street Blues S01E13
PHILIP G. SCHULTZ;TRUE;Harvey;Cast;Hill Street Blues S01E13
RENE ENRIQUEZ;TRUE;;Cast;Hill Street Blues S01E13
ROBERT HIRSCHFELD;TRUE;Leo;Cast;Hill Street Blues S01E13
SAM EPSTEIN;TRUE;2nd Assistant Director;Second Unit Directors or Assistant Directors;Hill Street Blues S01E13
SAM HORTA;TRUE;Sound Editor;Sound Department;Hill Street Blues S01E13
STEVEN BOCHCO;TRUE;CREATED BY;Writers;Hill Street Blues S01E13
STEVEN BOCHCO;TRUE;Executive Producers;Producers;Hill Street Blues S01E13
TAUREAN BLACQUE;TRUE;;Cast;Hill Street Blues S01E13
TERRI S. REDMAN;TRUE;Assistants to the Producers;Production Department;Hill Street Blues S01E13
THOMAS CALLAWAY;TRUE;;Cast;Hill Street Blues S01E13
TOM STEVENS;TRUE;Editors;Editors;Hill Street Blues S01E13
VERONICA HAMEL;TRUE;AS JOYCE DAVENPORT;Cast;Hill Street Blues S01E13
WILLIAM CRONJAGER;TRUE;Director of Photography;Cinematographers;Hill Street Blues S01E13
WILLIE J. THOMPSON;TRUE;Property Master;Property Department;Hill Street Blues S01E13
2F Cinerent;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza
A. Lennox;TRUE;THERE MUST BE AN ANGEL (PLAYING WITH MY HEART);Soundtrack;La grande bellezza
A. Pärt;TRUE;MY HEARTâS IN THE HIGHLANDS;Soundtrack;La grande bellezza
A. Stanley;TRUE;WE NO SPEAK AMERICANO;Soundtrack;La grande bellezza
A. Venditti;TRUE;FOREVER;Soundtrack;La grande bellezza
ACONDROPLASIA Insieme Per Crescere Associazione ONLUS;FALSE;si ringraziano;Miscellaneous Companies;La grande bellezza
Adelphi Edizioni;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Afolki di El Alami Mohamed;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza
Agata Malyszko;TRUE;Polina;Cast;La grande bellezza
Agathe Théodore;TRUE;;Sales Representatives / ISA;La grande bellezza
ALA BIANCA Group Srl;FALSE;su licenza;Music Department;La grande bellezza
Ala Bianca Publishing;FALSE;;Music Department;La grande bellezza
Alberto Aguirre;TRUE;Mariachi festa;Cast;La grande bellezza
Alberto Baldini;TRUE;si ringraziano;Thanks;La grande bellezza
Alberto Meloni;TRUE;Stagista;Additional Crew;La grande bellezza
Aldo Chessari;TRUE;Operatore subacqueo;Camera and Electrical Department;La grande bellezza
Aldo Ralli;TRUE;;Cast;La grande bellezza
Aldo Signoretti;TRUE;acconciature;Makeup Department;La grande bellezza
Alessandra Cevenini;TRUE;Produzione Indigo Film;Additional Crew;La grande bellezza
Alessandra Troisi;TRUE;Aosm Roma;Second Unit Directors or Assistant Directors;La grande bellezza
Alessandra Vaglienti;TRUE;voci femminili del Torino Vocalensemble;Soundtrack;La grande bellezza
Alessandro Brambilla;TRUE;Operatore Steadycam;Camera and Electrical Department;La grande bellezza
Alessandro Checcacci;TRUE;Fonico di mixage;Sound Department;La grande bellezza
Alessandro Contenta;TRUE;3D animator;Visual Effects;La grande bellezza
Alessandro Contri;TRUE;Consulenza Legale;Legal Department;La grande bellezza
Alessandro Del Vecchio;TRUE;Segretari di produzione;Production Department;La grande bellezza
Alessandro Marangolo;TRUE;Aiuti attrezzista;Art Department;La grande bellezza
Alessandro Micalizzi;TRUE;Music Licensing a cura di;Legal Department;La grande bellezza
Alessandro Paternesi;TRUE;Batteria;Music Department;La grande bellezza
Alessandro Saulini;TRUE;Caposquadra elettricisti;Camera and Electrical Department;La grande bellezza
Alessi;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Alessia Bellotto;TRUE;Ammiratrice jep;Cast;La grande bellezza
Ali' Darvish;TRUE;Elettricisti;Camera and Electrical Department;La grande bellezza
Alix Gugenheim;TRUE;Produzione Babe Films;Additional Crew;La grande bellezza
Alpitour;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Altai;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Amel Ben Soltane;TRUE;Aggiunti trucco;Makeup Department;La grande bellezza
Amelia Valentini;TRUE;Sarte;Costume and Wardrobe Department;La grande bellezza
Anca Gabriela Rafan;TRUE;Assistenti arredatore;Art Department;La grande bellezza
Andrea Armani;TRUE;Assistenti alla regia;Second Unit Directors or Assistant Directors;La grande bellezza
Andrea Campajola;TRUE;Montaggio backstage;Editorial Department;La grande bellezza
Andrea De Cristofaro;TRUE;;Thanks;La grande bellezza
Andrea Maguolo;TRUE;;Thanks;La grande bellezza
Andrea Orsini;TRUE;Colorist;Color Department;La grande bellezza
Angelo Marani;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza
Angelo Panzironi;TRUE;Assistenti arredatore;Art Department;La grande bellezza
Angelo Sbrigoli;TRUE;Coordinamento;Music Department;La grande bellezza
Angelo Spirito;TRUE;Manovali;Art Department;La grande bellezza
Anita Kravos;TRUE;;Cast;La grande bellezza
Anna Della Rosa;TRUE;;Cast;La grande bellezza
Anna Fantini;TRUE;Aiuto fotografo di scena;Camera and Electrical Department;La grande bellezza
Anna Lazzari;TRUE;si ringraziano;Thanks;La grande bellezza
Anna Mode;FALSE;Sartorie;Miscellaneous Companies;La grande bellezza
Anna Sciotti;TRUE;Sarte;Costume and Wardrobe Department;La grande bellezza
Anna Tramontano;TRUE;Amministrazione;Production Finance and Accounting;La grande bellezza
Annaluisa Capasa;TRUE;Elisa De Santis;Cast;La grande bellezza
Annamaria Sambucco;TRUE;casting;Casting Directors;La grande bellezza
Antinarte;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza
Antonella Angelini;TRUE;Sarte;Costume and Wardrobe Department;La grande bellezza
Antonella Anselmo;TRUE;Produzione Indigo Film;Additional Crew;La grande bellezza
Antonello Venditti;TRUE;eseguita da;Soundtrack;La grande bellezza
Antonello Venditti;TRUE;un ringraziamento particolare a;Thanks;La grande bellezza
Antonio Riello;TRUE;Si ringraziano gli artisti;Thanks;La grande bellezza
Antonio Silvestro;TRUE;Amministrazione per Pronos 94;Additional Crew;La grande bellezza
Apple Inc.;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Archipel Production;FALSE;;Music Department;La grande bellezza
Ardalan Nabavinejad;TRUE;Aiuto al montaggio;Editorial Department;La grande bellezza
Ardalan Nabavinejad;TRUE;Street casting;Casting Department;La grande bellezza
ARDSU - Azienda Regionale per la Difesa del Suolo;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza
Arredamenti Cineteatrali GRP di Renato Postiglione&c;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza
Arredolegno 2008;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza
Artforum;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza
Assitalia - Studio Donati;FALSE;Assicurazione;Miscellaneous Companies;La grande bellezza
Associazione Archivi Guttuso;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza
Aurelio De Laurentiis;TRUE;Paolo Sorrentino ringrazia;Thanks;La grande bellezza
Auronda Scalera;TRUE;Street casting;Casting Department;La grande bellezza
B. Lauzi;TRUE;TI RUBERÃ;Soundtrack;La grande bellezza
B.T. N. srl;FALSE;Costruzioni;Miscellaneous Companies;La grande bellezza
BABE FILMS;FALSE;in coproduzione con;Production Companies;La grande bellezza
Baladine Ardant Conversi;TRUE;Assistenti alla regia;Second Unit Directors or Assistant Directors;La grande bellezza
Banca Popolare di Vicenza;FALSE;con il contributo di;Production Companies;La grande bellezza
BANCA POPOLARE DI VICENZA;FALSE;in associazione con;Production Companies;La grande bellezza
Barbara Sartorio;TRUE;voci femminili del Torino Vocalensemble;Soundtrack;La grande bellezza
Bellaria Design;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Benedetta Barroero;TRUE;Stagisti;Additional Crew;La grande bellezza
Berthling;TRUE;PARADE;Soundtrack;La grande bellezza
Berthling;TRUE;PARADE;Soundtrack;La grande bellezza
Biscottificio Verona S.r.l.;FALSE;in associazione con;Production Companies;La grande bellezza
Bob Sinclar;TRUE;eseguita da;Music Department;La grande bellezza
Boglioli;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza
Boosey & Hawkes Ltd.;FALSE;;Music Department;La grande bellezza
Bose;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Bottega d'Alice;FALSE;Sartorie;Miscellaneous Companies;La grande bellezza
Brandani Gift Group;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
Broggi 1818;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
C. Bouyjou;TRUE;DISCOTECA;Soundtrack;La grande bellezza
C. Fabre;TRUE;DISCOTECA;Soundtrack;La grande bellezza
C. Frederickson;TRUE;WATER FROM THE SAME SOURCE;Soundtrack;La grande bellezza
C.S. Cinematografica Stiffi;FALSE;Trasporti;Miscellaneous Companies;La grande bellezza
Caffe Toraldo;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza
Campeggi srl;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza
CANAL+;FALSE;con la partecipazione di;Production Companies;La grande bellezza
Cappelli Marzi Firenze;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza
Carlo Boccadoro;TRUE;dirette dal Maestro;Music Department;La grande bellezza
